Masked Date,col-A1,col-A2,col-A3,col-A4,col-B1,col-B2,col-B3,col-B4,col-C1,col-C2,col-C3,col-C4,col-D1,col-D2,col-D3,col-D4,col-E1,col-E2,col-E3,col-E4,col-F1,col-F2,col-F3,col-F4,col-G,col-H,col-I,col-J,col-L,col-M,col-N,col-N1,col-O,col-P,col-Q,col-R,col-S,col-T,col-U,col-V,col-W,col-Predict
82,2962.014432,671.5483232,5408.316016,1413.758249,0.369266443,0,717.1759759,198.5330158,521.3647933,0,359.6481707,48.24239126,0,0,223.9447671,0.97790127,0,0,176.5359899,0.67274622,0,0,0,4.02091463,4801.059166,7906.063787,1.12612654,144,0,0.80215932,244.4821646,511.4285714,0,2013.347424,0,40,500,300,680.0143333,0,12096.33926,16386.41392
85,2808.247984,671.7928819,5386.546606,1413.758249,0.369098366,0,714.4511131,198.5330158,520.9557893,0,358.7777732,48.24239126,0,0,224.0104181,0.97790127,0,0,177.2781881,0.67274622,0,0,0,4.02091463,4702.223501,7826.41157,1.12612654,144,0,0.80215932,244.4821646,511.4285714,0,2013.347424,0,40,500,300,630.0291833,0,11917.84926,16157.93877
86,2758.268634,671.7981862,5386.755628,1413.758249,0.368123516,0,712.5758472,198.5330158,519.9675584,0,358.108864,48.24239126,0,0,224.4404803,0.97790127,0,0,177.1878195,0.67274622,0,0,0,4.02091463,4651.06433,7824.612029,1.12612654,144,0,0.80215932,244.4821646,511.4285714,0,2013.347424,0,40,500,300,630.0291833,0,11864.88926,16104.97877
87,2730.207078,671.7351311,5384.84993,1413.758249,0.369333674,0,714.3423962,198.5330158,517.5562751,0,356.8174795,48.24239126,0,0,222.8040369,0.97790127,0,0,176.777974,0.67274622,0,0,0,4.02091463,4620.929129,7820.735724,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,2013.347424,0,40,500,300,535.0131667,0,11833.5398,15975.95275
88,2310.120173,671.7531307,5389.268218,1413.758249,0.129071614,0,721.013973,198.5330158,517.8725089,0,357.1351651,48.24239126,0,0,223.5627091,0.97790127,0,0,177.1956603,0.67274622,0,0,0,4.02091463,4151.742675,7882.513153,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,2013.347424,0,40,500,300,575.0135042,0,11426.1298,15608.54309
89,2354.493273,671.8140993,5395.018362,1413.758249,0.129683328,0,723.4688448,198.5330158,518.5049767,0,357.3468554,48.24239126,0,0,222.8864124,0.97790127,0,0,176.9522969,0.67274622,0,0,0,4.02091463,4177.623493,7909.196529,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,4213.347424,0,40,500,300,278.0110433,0,11478.6998,17564.11063
92,2075.522034,671.6581374,5381.838898,1413.758249,0.128096943,0,716.2407986,198.5330158,518.293332,0,357.3402782,48.24239126,0,0,222.7338838,0.97790127,0,0,176.5205942,0.67274622,0,0,0,4.02091463,3866.624914,7919.856357,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4213.347424,0,40,500,300,385.0205833,70,11178.3598,17440.78028
93,2076.019248,671.6634417,5382.089656,1413.758249,0.12822553,0,717.2914031,198.5330158,518.5305372,0,357.5154639,48.24239126,0,0,223.6392676,0.97790127,0,0,176.9387218,0.67274622,0,0,0,4.02091463,3867.429623,7922.59156,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,385.0205833,70,11181.8998,17535.03988
94,2050.449966,671.7168535,5385.269461,1413.758249,0.127308638,0,712.4032409,198.5330158,518.3724004,0,357.4641028,48.24239126,0,0,224.7832444,0.97790127,0,0,177.3359419,0.67274622,0,0,0,4.02091463,3791.96249,7972.165247,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,305.0112917,99,11155.9998,17458.13059
95,2050.473048,671.5384522,5371.305843,1413.758249,0.12155728,0,705.9249486,198.5330158,516.7910325,0,355.668491,48.24239126,0,0,224.8905531,0.97790127,0,0,177.0342174,0.67274622,0,0,0,4.02091463,3790.244113,7949.709248,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,220.0105,45,11131.8298,17294.9598
96,2009.439413,671.5858931,5372.218132,1413.758249,0.121657639,0,706.4039037,198.5330158,517.1863744,0,355.8384359,48.24239126,0,0,222.0689766,0.97790127,0,0,176.2827247,0.67274622,0,0,0,4.02091463,3749.645794,7947.704935,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,250.0116417,35,11089.2298,17272.36094
99,2109.488523,671.7000553,5367.58992,1413.758249,0.121245051,0,702.0237566,198.5330158,514.0027176,0,353.4846546,48.24239126,0,0,221.1319297,0.97790127,0,0,175.7203015,0.67274622,0,0,0,4.02091463,3846.627006,7934.841316,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,470.0247167,35,11173.3398,17576.48402
100,2109.48797,671.7084334,5367.840347,1413.758249,0.107215074,0,702.5528946,198.5330158,514.5167203,0,353.849691,48.24239126,0,0,220.6983449,0.97790127,0,0,175.3947368,0.67274622,0,0,0,4.02091463,3847.12223,7935.239341,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,470.0247167,0,11174.2398,17542.38402
101,2045.75138,671.7412253,5366.249125,1413.758249,0.107136247,0,700.7662177,198.5330158,514.8725683,0,353.5402645,48.24239126,0,0,220.5438884,0.97790127,0,0,174.825315,0.67274622,0,0,0,4.02091463,3783.977749,7930.624589,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,350.013975,0,11106.4798,17354.61328
